instance,shape,size,name,dtype
Dataset,(),1,/AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached,|S128
Group,,,/AwakeEventData/PMOTOR01,
Group,,,/AwakeEventData/PMOTOR01/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR01/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR02,
Group,,,/AwakeEventData/PMOTOR02/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR02/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR03,
Group,,,/AwakeEventData/PMOTOR03/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR03/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR04,
Group,,,/AwakeEventData/PMOTOR04/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR04/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR05,
Group,,,/AwakeEventData/PMOTOR05/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR05/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR06,
Group,,,/AwakeEventData/PMOTOR06/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR06/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR13,
Group,,,/AwakeEventData/PMOTOR13/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR13/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR14,
Group,,,/AwakeEventData/PMOTOR14/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR14/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR15,
Group,,,/AwakeEventData/PMOTOR15/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR15/Acquisition/position,int32
Group,,,/AwakeEventData/PMOTOR16,
Group,,,/AwakeEventData/PMOTOR16/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/PMOTOR16/Acquisition/position,int32
Group,,,/AwakeEventData/Plunger.412401,
Group,,,/AwakeEventData/Plunger.412401/StartCounterSt,
Dataset,"(1,)",1,/AwakeEventData/Plunger.412401/StartCounterSt/value,int32
Group,,,/AwakeEventData/Plunger.412401/State,
Dataset,"(1,)",1,/AwakeEventData/Plunger.412401/State/value,int16
Group,,,/AwakeEventData/Plunger.412422,
Group,,,/AwakeEventData/Plunger.412422/StartCounterSt,
Dataset,"(1,)",1,/AwakeEventData/Plunger.412422/StartCounterSt/value,int32
Group,,,/AwakeEventData/Plunger.412422/State,
Dataset,"(1,)",1,/AwakeEventData/Plunger.412422/State/value,int16
Group,,,/AwakeEventData/RADMON.AWAKE-1,
Group,,,/AwakeEventData/RADMON.AWAKE-1/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumNeutronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType,int32
Group,,,/AwakeEventData/RADMON.AWAKE-2,
Group,,,/AwakeEventData/RADMON.AWAKE-2/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumNeutronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar3,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionType,int32
Group,,,/AwakeEventData/RADMON.AWAKE-3,
Group,,,/AwakeEventData/RADMON.AWAKE-3/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2HadronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2MBUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2SEUCounts,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumNeutronFluence,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar1,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar2,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar3,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType,float64
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet1Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet2Type,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/radmonStatus,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionNumber,int32
Dataset,"(1,)",1,/AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType,int32
Group,,,/AwakeEventData/RPADA.BB4.RQNI.412432,
Dataset,"(1,)",1,/AwakeEventData/RPADA.BB4.RQNI.412432/MEAS.I,float32
Dataset,"(1,)",1,/AwakeEventData/RPADA.BB4.RQNI.412432/REF.I,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412344,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412345,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412347,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412349,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412353,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430011,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430029,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430040,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430104,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430130,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430204,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430309,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412344,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412345,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412347,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412349,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412353,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430011,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430029,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430040,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430104,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430130,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430204,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430309,
Group,,,/AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.412344,
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.412347,
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430031,
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430037,
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430109S,
Group,,,/AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.412346,
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430034,
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430118,
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430205,
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430311,
Group,,,/AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPPEF.BB4.RBIH.412435,
Dataset,"(1,)",1,/AwakeEventData/RPPEF.BB4.RBIH.412435/MEAS.I,float32
Dataset,"(1,)",1,/AwakeEventData/RPPEF.BB4.RBIH.412435/REF.I,float32
Group,,,/AwakeEventData/RPSKN.TSG4.SNH.430000,
Group,,,/AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/RPSKN.TSG4.SNJ.430001,
Group,,,/AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition/currentAverage,float32
Group,,,/AwakeEventData/SPS.BCTDC.41435,
Group,,,/AwakeEventData/SPS.BCTDC.41435/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqDesc,|S1
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg,|S32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/acqTime,|S25
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/calMarkerData,int16
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime,|S1
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpInt,float32
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/inCheckStatusData,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/lowIbStatusData,int16
Dataset,"(940,)",940,/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,int32
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/range1Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.41435/Acquisition/range4Data,int16
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb,int32
Dataset,"(940,)",940,/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity,float32
Dataset,"(4, 1120)",4480,/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,int32
Group,,,/AwakeEventData/SPS.BCTDC.51895,
Group,,,/AwakeEventData/SPS.BCTDC.51895/Acquisition,
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,|S1
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,|S32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime,|S25
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData,int16
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,|S1
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt,float32
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/inCheckStatusData,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData,int16
Dataset,"(940,)",940,/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,float32
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2,int16
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas,int32
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/range2Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data,int16
Dataset,"(1120,)",1120,/AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data,int16
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/samplingTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/superCycleNb,int32
Dataset,"(940,)",940,/AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity,float32
Dataset,"(4, 1120)",4480,/AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unit,int32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unitExponent,float32
Dataset,"(1,)",1,/AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus,int32
Group,,,/AwakeEventData/SPSBQMSPSv1,
Group,,,/AwakeEventData/SPSBQMSPSv1/Acquisition,
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk,bool
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bqmOutputEnable,bool
Dataset,"(288,)",288,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMinThr,float32
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexThr,float32
Dataset,(),1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk,bool
Dataset,"(1,)",1,/AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd,float32
